first_purchase_month,purchase_month,user_id
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,24640
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,218942
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,246508
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,258539
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,258539
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,258539
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,279335
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,335981
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,358152
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,358152
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,366175
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,366175
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,366175
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,371317
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,480464
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,556205
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,582059
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,622137
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,633981
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,638611
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,638611
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,645698
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,645698
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,650351
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,668405
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,686620
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,688491
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,688779
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,689111
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,695619
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,696660
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,700963
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,705576
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,706197
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,710790
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,711820
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,713173
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,714548
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,715980
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,716464
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,720141
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,720141
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,722099
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,723474
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,723474
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,723514
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,723554
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,725672
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,728064
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,733341
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,733341
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,736217
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,736863
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,742205
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,745875
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,746626
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,762242
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,762242
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,791728
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,800028
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,804830
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,824350
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,824350
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,855474
